s.no,code,product_name,brands,energy-kcal_value,sugars_value,carbohydrates_value,sugar_to_carb_ratio
490,5.41E+12,"Alpro Haferdrink, Ungesüßt 1 L, FRESH","Alpro, Danone",40,0,5.8,0
491,5.01E+12,weetabix,Weetabix,362,4.2,74,0.056756757
492,5.01E+12,Crumpets,Warburtons,97,1.1,19.4,0.056701031
493,5.45E+12,COCA COLA PET 1.25L CT,Coca-Cola,42,10.6,10.6,1
494,3.05E+12,Excellence Noir à la Pointe de Fleur de Sel,Lindt,537,47,52,0.903846154
495,8.08E+12,Pesto con Rucola,Barilla,444,4.9,6.7,0.731343284
496,5.06E+12,NAKD Cacahuètes - 140g (4x1p),Nakd.,442,35,42,0.833333333
497,5.41E+12,BARISTA HAFER,Alpro,59,3.3,6.7,0.492537313
498,7.39E+12,Organic oat drink,Oatly,39,3.4,7.2,0.472222222
499,6.11E+12,Velouté,DANONE,78.8,11.4,29.40528301,0
500,8.59E+12,,,253,3,3.3,0.909090909
501,3.09E+12,Tartimiel® Lune de Miel® doseur 250 g,Lune de Miel,320,80,80,1
502,8.72E+12,Tomato Ketchup,"Heinz, Heinz / Coop",102,22.8,23.2,0.982758621
503,5.01E+12,Toastie Thick Sliced Soft White Bread,Warburtons,244,3,46.4,0.064655172
504,5.00E+12,Cream Crackers,Jacob’s,439,0.6,67.7,0.008862629
505,8.41E+12,Atun C / Tomate Isabel,Isabel,155,2,2.7,0.740740741
506,6.11E+12,,Excelo,424,40.8,65.7,0.621004566
507,4.03E+12,Organic Crisp Bread,DR KARG'S,442,2.4,47,0.05106383
508,3.18E+12,Garlic & Herbs Soft French Cheese,"Bel, Boursin",396,2.5,3,0.833333333
509,7.62E+12,Original Philadelphia,Philadelphia,226,4.3,4.3,1
510,89686120110,Indomie Shrimp Noodles,Indomie,314,2,45,0.044444444
511,6.11E+12,b,gastro mixte,225,4.3,4.3,1
512,3.23E+12,Brioche Tranchée Recette Classique,Harrys,345,15,51,0.294117647
513,8.71E+12,Dijon Originale,Maille,151,1.9,3.5,0.542857143
514,7.62E+12,Véritable Petit Beurre,Lu,110,5.8,18,0.322222222
515,6.11E+12,AïnIfrane,,0,0,0,0
516,3.24E+12,Gnocchi à poêler,"Lustucru,Lustucru selection",190,1.5,35,0.042857143
517,80861263,Pâte à tartiner,Nutella,539,56.3,57.5,0.979130435
518,3.25E+12,Lait uht 1/2 écrémé,C'est qui le patron,47,4.8,4.8,1
519,5.45E+12,,Coca-Cola,42,10.6,10.6,1
520,5.41E+12,Soyamilch,ALPRO,39,2.5,2.5,1
521,8.41E+12,"Sweet & Salty Nut chocolat noir et mélange de noix, 5 barres de 30 g","General Mills France,Nature valley",464,23.3,50,0.466
522,5.02E+12,Italian Original Breadsticks,Tesco,414,2.8,73.1,0.038303694
523,3.42E+12,Vanilla Ice Cream,Häagen-Dazs,251,18.8,20,0.94
524,3.09E+12,Sirop d'agave,Sunny Bio,310,79,80,0.9875
525,7.61E+12,La Panée Soja et Blé,Garden Gourmet,235,1.4,17.6,0.079545455
526,7.31E+12,Krisprolls complets sans sucres ajoutés,Krisprolls,52,0.5,8.8,0.056818182
527,3.41E+12,Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande,"Le Fromage Fouetté Madame Loïk, Paysan breton",252,3,3,1
528,80135876,,"Nutella,Ferrero",539,56.3,57.5,0.979130435
529,8.48E+12,Suave,"Hacendado,Entrepinares",241,2.5,3.7,0.675675676
530,41005514,Whole Grain Rye Bread,Schneider Brot,201,2.2,38.9,0.05655527
531,5.01E+12,"Crispy Minis Choco, céréales de blé complet enrichies en vitamines et en fer avec du chocolat",Weetabix,386,17,70,0.242857143
532,6.11E+12,Ghani,Jaouda,80,12,13.3,0.902255639
533,4.09E+12,Sliced White Sourdough,Aldi,231,1.9,44.6,0.042600897
534,6.11E+12,Assiri Panaché,Danone,65,8,13.1,0.610687023
535,6.11E+12,frut,MARRAKECH,32,6.9,7.9,0.873417722
536,6.11E+12,Leben,Jaouda,54.6,11.1429842,5.1,0
537,7.29E+12,Sabra Houmous Extra,Sabra,367,0.4,9,0.044444444
538,5.01E+12,Organic Beef Stock Cubes 8 Pack,Kallø,7,0.1,0.6,0.166666667
539,7.61E+12,original shredded wheat,"Nestlé, Nestlé UK Ltd",360,0.7,66.7,0.010494753
540,5.05E+12,Organic Baked Beans,Tesco,87,4.4,14,0.314285714
541,6.11E+12,,,287,11.1429842,1,0
542,8.48E+12,Trigo espelta 0% azúcares añadidos,Hacendado,422,2,64,0.03125
543,5.01E+12,Protein packed lentil cakes,Kallo,366,1.4,58.4,0.023972603
544,5.06E+12,Pork Sausages,Heck!,319,0.32,1.9,0.168421053
545,6.11E+12,Eau,Ain Soltane,0,0,0,0
546,3.17E+12,Cruesli Chocolat noir,QUAKER,455,16,57,0.280701754
547,3.02E+12,Granola LU,LU,503,36,60,0.6
548,5.01E+12,Country Crisp 4 Baies,Jordans,432,20,67,0.298507463
549,3.17E+12,Lay's Cuites au four nature,Lay’s,442,5.3,73,0.07260274
550,20005832,Dark Chocolate,Fin Carré,531,47.7,52.4,0.910305344
551,5.10E+12,Irish Organic Jumbo Oats,Flahavan's,148,0.4,26,0.015384615
552,20471613,Wholegrain Wheat Bixies,Crownfield - Lidl,145,1.2,27.1,0.044280443
553,61232201948,Cheese Oatcakes,nairn's,473,0.6,44.7,0.013422819
554,6.11E+12,Lait sans lactose,Jaouda,58,0,4.7,0
555,5.45E+12,PET 1.25L FUZE TEA PECHE,Fuze Tea,19,4.3,4.3,1
556,5.05E+12,Sour Cream & Onion®,Pringles,517,2.1,56,0.0375
557,5.01E+12,Raw kimchi,Vadasz,15,0.5,1,0.5
558,5.45E+12,Poms 2,,270,63,69,0.913043478
559,6.11E+12,Classic,V.I.P,1,0,0.3,0
560,7.62E+12,Belvita Brut & 5 céréales complètes,Lu,438,22,66,0.333333333
561,8.00E+12,Cacao,"Kinder,Kinder Délice",452,43,58.3,0.737564322
562,8.01E+12,"Maestro Cereale avec du Levain, Millet et Quinoa",Schär,249,4.1,38,0.107894737
563,6.11E+12,Confiture de fraises,EL BARAKA,245.5,60,61.3,0.978792822
564,5.00E+12,PET 1.75L COCA,Coca-Cola,42,10.6,10.6,1
565,6.11E+12,Sauce tomate Bol bol,Tomato Frito,73,6.1,8.7,0.701149425
566,6.11E+12,El Baraka,vmm,248,61.24,14,4.374285714
567,6.11E+12,Jaouda Cremy Yaourt - Yougart With Strawberries,Jaouda,109,1,16.9,0.059171598
568,6.11E+12,Biscotti,Excelo,193,12,31,0.387096774
569,7.61E+12,CONTREX eau minérale naturelle,Contrex,0.0001,0.0001,0.0001,1
570,3.25E+12,Goûter aux raisins,Gerblé,434,21,64,0.328125
571,8.08E+12,Barilla Penne Rigate Fullkorn 500g,Barilla,347,3.5,64,0.0546875
572,20815882,Arriba Chocolat noir,J.D. Gross,72,0.3,1.4,0.214285714
573,3.07E+12,Kiri-Käse,Kiri,303,2,2,1
574,8.72E+12,Sauce soja,Kikkoman,87,0.6,6.7,0.089552239
575,7.62E+12,Granola L'original Gros éclats de chocolat,"Granola,LU,Mondelez",503,36,60,0.6
576,3.23E+12,Avoine - Boisson biologique,Bjorg,45,4,7,0.571428571
577,3.33E+12,Skyr,Yoplait,57,3.6,3.6,1
578,40111445,Peanut,M&M's,524,53,59,0.898305085
579,5.05E+12,Pringles sour cream,Pringles,51.7,0.21,5.6,0.0375
580,6.11E+12,Linea,Jaouda,32,11.1429842,5,0
581,6.11E+12,Lait,,57,0,4.8,0
582,6.11E+12,Miettes de Maquereaux,Joly,180.1,11.1429842,0.6,0
583,6.11E+12,Kiri carré 36,Kiri,230,2,3.5,0.571428571
584,7.62E+12,belVita MOELLEUX GOÛT CHOCO-NOISETTE CHOCO-HAZELNOOT SMAAK,LU,199,11,30,0.366666667
585,7.61E+12,Toblerone,Tobler,528,60,61,0.983606557
586,5.00E+12,Oat so Simple,"Quaker, Quaker Oats",100,0.3,16,0.01875
587,5.00E+12,Hand Finished White Sourdough,Coop,242,2.7,44,0.061363636
588,8.42E+12,KÉFIR,Reina,203,4.7,4.7,1
589,3.18E+12,Tartines de Pain Blé Complet,Brioche Pasquier,382,4.2,67,0.062686567
590,20072803,Miel de fleurs,Maribel,302,75.1,75.1,1
591,3.07E+12,Kiri® Crème 12 portions,Kiri,303,2,2,1
592,5.20E+12,Fage,Fage,54,3,3,1
593,3.39E+12,NESTLE CHOCAPIC Céréales 375g,"Nestlé, Chocapic",389,22.4,73.6,0.304347826
594,3.66E+12,Noir Extra,Poulain,508,52,55,0.945454545
595,40897677,Hafer Flocken Zart,"Crownfield,Bio Organic,Lidl",371,0.8,59.5,0.013445378
596,5.01E+12,Greek Style Flatbread,Deli Kitchen,255,2.9,39.7,0.073047859
597,6.11E+12,Jnane nature sans sucre,Chergui,75.4,11.1429842,7,0
598,8.42E+12,Kéfir,Reina,75,5.5,5.5,1
599,3.23E+12,Pain AMS complet,Harrys,253,4.9,41.7,0.117505995
600,3.02E+12,Heudebert Fibre +,Heudebert,384,5.4,63,0.085714286
601,3.23E+12,Le cookie Chocolat Noisette,Bjorg,496,29,55,0.527272727
602,20159917,Corn Flakes,"Crownfield, Lidl, Nordgetreide",379,5.5,84,0.06547619
603,6.11E+12,Tonik,Bimo,503,39,70,0.557142857
604,5.01E+12,Organic Classic Canadian Maple Syrup,Buckwud,271,61,65,0.938461538
605,6.11E+12,Frommage fondu,REWE Beste Wahl,298,4,9,0.444444444
606,3.09E+12,Miel de Fleurs Liquide Doseur 500g,Lune de Miel,320,80,80,1
607,7.31E+12,Krisprolls complets,Pågen,397,7,70,0.1
608,3.76E+12,Tartines céréales 450g,La Boulangère,298,2.9,39,0.074358974
609,7.39E+12,Oat Drink Whole,Oatly!,60,3.4,7.9,0.430379747
610,5.00E+12,Tomato ketchup,Heinz,64,11,12,0.916666667
611,6.11E+12,Pain de mie complet,Ekmek,231,3.8,42.4,0.089622642
612,3.36E+12,Spofy,henry's,213,16.4,29.5,0.555932203
613,6.11E+12,Jutos,Jaouda,40,8.5,10,0.85
614,3.02E+12,Galettes St Michel au beurre 4X5 - 130g,St michel,470,26,73,0.356164384
615,7.31E+12,Krisprolls,Krisprolls,432,10,70,0.142857143
616,7.62E+12,Petit brun extra,"Brun, Mondelez",441,25,74,0.337837838
617,8.48E+12,Avena crunchy,Hacendado,390,4.6,66,0.06969697
618,3.06E+12,"BN - Casse Croute Biscuits, 375g",BN,61,4.1,12.2,0.336065574
619,5.02E+12,Baked Beans In Tomato Sauce,Tesco,85,3.9,13.9,0.28057554
620,5.06E+12,Bran Flakes Malty Crunch,Tesco,352,10.2,63.9,0.159624413
621,6.11E+12,Chocup,Excelo,522,33,67,0.492537313
622,8.45E+12,HEPAR,hepar 75cl,0,0,0,0
623,8.71E+12,AMORA Ketchup Flacon Souple 550g,Amora,99,21,22,0.954545455
624,8.08E+12,Penne Rigate N°73,Barilla,359,3.5,71,0.049295775
625,8.48E+12,Tortillas de trigo integrales,Hacendado,272,1.9,41,0.046341463
626,5.02E+12,Fruity Black Currants,Rocks,146.9,39.5,39.5,1
627,6.11E+12,SALIM LBEN 440G,,39.5,0,5.9,0
628,3.25E+12,Goûter aux écorces confites,Gerblé,445,20,65,0.307692308
629,3.18E+12,Galettes boulghour & épeautre,Céréal Bio,186,3.8,25,0.152
630,8.72E+12,salsa di soia a tasso ridotto di sale,"HAUGEN-GRUPPEN AS, Kikkoman, Kikkoman - Kikkoman K.K.",107,4,7,0.571428571
631,5.02E+12,Simply Delicious Muesli,Dorset Cereals,368,14.7,70.5,0.208510638
632,20475604,Baked Beans,"Freshona, Newgate",94,4.9,13.6,0.360294118
633,6.11E+12,,Ladid,270,7.6,7.6,1
634,6.11E+12,la vache qui rit,,63,0.5,0.63,0.793650794
635,3.18E+12,Sablé saveur COCO,Gerblé,427.2,0,72,0
636,9.00E+12,Pago Ace - Orange - Carotte - Citron,pago,40,9.2,9.2,1
637,3.76E+12,Pain de mie grandes tranches Toastiligne céréales & graines 500g,La Boulangère,250,3.8,42,0.09047619
638,5.02E+12,Simply Fruity muesli,Dorset cereals,157,9,30.8,0.292207792
639,5.00E+12,Bran Flakes,Kellogg's,358,14,65,0.215384615
640,6.11E+12,Suprême,Be Biscuit,486,11.1429842,53.5,0
641,7.62E+12,Biscuits petit déjeuner moelleux aux pépites de chocolat,"LU, Mondelez",200,9.9,30,0.33
642,3.18E+12,Les Galettes Boulgour & Quinoa - Tomate & Paprika,Céréal Bio,189,3.8,25,0.152
643,3.03E+12,NESCAFÉ SPECIAL FILTRE L'Original Flacon de 200g,"Nestlé,Nescafe,Special filtre",118,3.1,3.1,1
644,7.61E+12,Fitness Nature Céréales complètes,Nestle,368,8.3,74.7,0.111111111
645,7.39E+12,Barista edition oat drink,Oatly!,61,3.4,7.1,0.478873239
646,5.01E+12,Very Low Salt Organic Vegetable 6 Stock Cubes,"Kallo foods Ltd,kallø",9,0.2,0.9,0.222222222
647,6.11E+12,Capri choco,Excelo,504,33,71,0.464788732
648,3.03E+12,HIPRO Saveur Vanille,"Hipro, Danone",53,3.1,3.6,0.861111111
649,20177218,NOIR DEGUSTATION 70% CARAMEL,"J.D. Gross, Lidl, Lidl J.D. Gross",543,35.2,41.7,0.8441247
650,3.17E+12,Ice tea,Lipton,3,3,3.1,0.967741935
651,3.18E+12,La Madeleine Pur beurre,Bonne Maman,435,29,46,0.630434783
652,3.18E+12,Biscottes Sans sucres ajoutés Blé complet,Pasquier,384,3.4,62,0.05483871
653,7.61E+12,HERTA Knacki Veggie Saucisses végétales x6 -210g,"Herta, Knacki",264.2,2.2,4,0.55
654,7.62E+12,Frischkäse Original Philadelphia,"Mondelez, Philadelphia",226,4.3,4.3,1
655,8.71E+12,Pan fibra y sésamo,Hacendado,391,3,60.1,0.049916805
656,8.71E+12,Trigo Espelta Crackers,Bachman,440,3.8,56,0.067857143
657,20656935,Pétillante saveur Citron,"Lidl, Saguaro",0,0,0,0
658,5.01E+12,Soft White Medium Bread,Hovis,233,3.5,44.6,0.078475336
659,6.11E+12,Sidi Harazem,,0,0,0,0
660,6.11E+12,Dessert gourmand choco,Jaouda,129,11.1429842,19.1,0
661,89686120073,Nouilles instantanées goût poulet,Indomie,317,2.002,43,0.04655814
662,6.11E+12,,Bimo,508,20,67,0.298507463
663,3.23E+12,Bjorg amande,Bjorg,41,4,5.4,0.740740741
664,8.89E+12,Lait de coco,Kara,182,2.2,2.9,0.75862069
665,3.30E+12,Blanc de Poulet,Fleury  Michon,100,0.5,0.5,1
666,5.06E+12,Blueberry Muffin,nākd,131,17,20,0.85
667,5.01E+12,Protein Bagels,Warburtons,257,3.2,40.7,0.078624079
668,6.11E+12,Préparation en poudre pour Crème pâtissière saveur vanille,Idéal,356,0,85,0
669,6.11E+12,asiri fraise,Danon,65,8,13.1,0.610687023
670,3.03E+12,Benco Original,Benco,377,78,80,0.975
671,3.04E+12,Panzani - spf - sauce pesto vert 200g,Panzani,329,3.5,7.9,0.443037975
672,5.00E+12,6 Wholemeal Pittas,Tesco,241,2.8,42.3,0.066193853
673,6.11E+12,Chocao energie,,403,11.1429842,86.1,0
674,4.03E+12,Kefir - Pur,Müller,46,4.1,4.1,1
675,3.17E+12,Muesli Croustillant Noix de pécan & noix du Brésil,"Muesli Croustillant, Quaker",420,13,62,0.209677419
676,3.03E+12,Skyr nature 0%,Danone,68.4,4.68,4.68,1
677,5.05E+12,Pringles,Pringles,519,2.9,54,0.053703704
678,8.41E+12,"Crunchy Oats and Dark chocolate, 2 Barres de 21 g",Nature Valley,199,11.3,25.8,0.437984496
679,5.01E+12,Simply Granola,Jordans,418,17,66,0.257575758
680,8.72E+12,Beurre planta,Beurre planta,531,0.5,0.5,1
681,20522605,Freshona Tomato Passata,BARESA,35,4.4,5,0.88
682,5.06E+12,Apple & Raisin Oat Bars,deliciously ella,213,14.5,29.6,0.489864865
683,5.60E+12,Pelotazos futebolas,Cheetos,520,6.5,61.4,0.105863192
684,6.11E+12,crème cuisson,Jaouda,190,0,4.5,0
